NAICS_6_Digit,NAICS_6_Title,NAICS_8_Digit,NAICS_8_Title,Differentiation_Criteria_8,Description_8,NAICS_10_Digit,NAICS_10_Title,Differentiation_Criteria_10,Description_10
339115,Ophthalmic Goods Manufacturing,33911502,Eyeglass Frame Manufacturing,Product Type,Manufacturing of eyeglass frames,3391150204,Eyeglass Frame Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of eyeglass frames Highly automated facilities with Industry 4.0 technologies.
339115,Ophthalmic Goods Manufacturing,33911502,Eyeglass Frame Manufacturing,Product Type,Manufacturing of eyeglass frames,3391150205,Eyeglass Frame Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of eyeglass frames Job shop operations specializing in custom production.
339115,Ophthalmic Goods Manufacturing,33911503,Contact Lens Manufacturing,Product Type,Manufacturing of contact lenses,3391150301,Contact Lens Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of contact lenses Small manufacturers with fewer than 50 employees.
339115,Ophthalmic Goods Manufacturing,33911503,Contact Lens Manufacturing,Product Type,Manufacturing of contact lenses,3391150302,Contact Lens Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of contact lenses Medium-sized manufacturers with 50-500 employees.
339115,Ophthalmic Goods Manufacturing,33911503,Contact Lens Manufacturing,Product Type,Manufacturing of contact lenses,3391150303,Contact Lens Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of contact lenses Large manufacturers with over 500 employees.
339115,Ophthalmic Goods Manufacturing,33911503,Contact Lens Manufacturing,Product Type,Manufacturing of contact lenses,3391150304,Contact Lens Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of contact lenses Highly automated facilities with Industry 4.0 technologies.
339115,Ophthalmic Goods Manufacturing,33911503,Contact Lens Manufacturing,Product Type,Manufacturing of contact lenses,3391150305,Contact Lens Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of contact lenses Job shop operations specializing in custom production.
339116,Dental Laboratories,33911601,Crown and Bridge Dental Labs,Service Type,Dental laboratory services for crowns and bridges,3391160101,Crown and Bridge Dental Labs - Small Manufacturer (<50 employees),Company Size,Dental laboratory services for crowns and bridges Small manufacturers with fewer than 50 employees.
339116,Dental Laboratories,33911601,Crown and Bridge Dental Labs,Service Type,Dental laboratory services for crowns and bridges,3391160102,Crown and Bridge Dental Labs - Medium Manufacturer (50-500 employees),Company Size,Dental laboratory services for crowns and bridges Medium-sized manufacturers with 50-500 employees.
339116,Dental Laboratories,33911601,Crown and Bridge Dental Labs,Service Type,Dental laboratory services for crowns and bridges,3391160103,Crown and Bridge Dental Labs - Large Manufacturer (500+ employees),Company Size,Dental laboratory services for crowns and bridges Large manufacturers with over 500 employees.
339116,Dental Laboratories,33911601,Crown and Bridge Dental Labs,Service Type,Dental laboratory services for crowns and bridges,3391160104,Crown and Bridge Dental Labs - Automated/Industry 4.0,Technology Level,Dental laboratory services for crowns and bridges Highly automated facilities with Industry 4.0 technologies.
339116,Dental Laboratories,33911601,Crown and Bridge Dental Labs,Service Type,Dental laboratory services for crowns and bridges,3391160105,Crown and Bridge Dental Labs - Job Shop/Custom Production,Production Type,Dental laboratory services for crowns and bridges Job shop operations specializing in custom production.
339116,Dental Laboratories,33911602,Denture Manufacturing Labs,Service Type,Dental laboratory manufacturing of dentures,3391160201,Denture Manufacturing Labs - Small Manufacturer (<50 employees),Company Size,Dental laboratory manufacturing of dentures Small manufacturers with fewer than 50 employees.
339116,Dental Laboratories,33911602,Denture Manufacturing Labs,Service Type,Dental laboratory manufacturing of dentures,3391160202,Denture Manufacturing Labs - Medium Manufacturer (50-500 employees),Company Size,Dental laboratory manufacturing of dentures Medium-sized manufacturers with 50-500 employees.
339116,Dental Laboratories,33911602,Denture Manufacturing Labs,Service Type,Dental laboratory manufacturing of dentures,3391160203,Denture Manufacturing Labs - Large Manufacturer (500+ employees),Company Size,Dental laboratory manufacturing of dentures Large manufacturers with over 500 employees.
339116,Dental Laboratories,33911602,Denture Manufacturing Labs,Service Type,Dental laboratory manufacturing of dentures,3391160204,Denture Manufacturing Labs - Automated/Industry 4.0,Technology Level,Dental laboratory manufacturing of dentures Highly automated facilities with Industry 4.0 technologies.
339116,Dental Laboratories,33911602,Denture Manufacturing Labs,Service Type,Dental laboratory manufacturing of dentures,3391160205,Denture Manufacturing Labs - Job Shop/Custom Production,Production Type,Dental laboratory manufacturing of dentures Job shop operations specializing in custom production.
339910,Jewelry and Silverware Manufacturing,33991001,Fine Jewelry Manufacturing,Product Type,Manufacturing of gold and precious metal jewelry,3399100101,Fine Jewelry Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of gold and precious metal jewelry Small manufacturers with fewer than 50 employees.
339910,Jewelry and Silverware Manufacturing,33991001,Fine Jewelry Manufacturing,Product Type,Manufacturing of gold and precious metal jewelry,3399100102,Fine Jewelry Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of gold and precious metal jewelry Medium-sized manufacturers with 50-500 employees.
339910,Jewelry and Silverware Manufacturing,33991001,Fine Jewelry Manufacturing,Product Type,Manufacturing of gold and precious metal jewelry,3399100103,Fine Jewelry Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of gold and precious metal jewelry Large manufacturers with over 500 employees.
339910,Jewelry and Silverware Manufacturing,33991001,Fine Jewelry Manufacturing,Product Type,Manufacturing of gold and precious metal jewelry,3399100104,Fine Jewelry Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of gold and precious metal jewelry Highly automated facilities with Industry 4.0 technologies.
339910,Jewelry and Silverware Manufacturing,33991001,Fine Jewelry Manufacturing,Product Type,Manufacturing of gold and precious metal jewelry,3399100105,Fine Jewelry Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of gold and precious metal jewelry Job shop operations specializing in custom production.
339910,Jewelry and Silverware Manufacturing,33991002,Fashion Jewelry Manufacturing,Product Type,Manufacturing of costume and fashion jewelry,3399100201,Fashion Jewelry Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of costume and fashion jewelry Small manufacturers with fewer than 50 employees.
339910,Jewelry and Silverware Manufacturing,33991002,Fashion Jewelry Manufacturing,Product Type,Manufacturing of costume and fashion jewelry,3399100202,Fashion Jewelry Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of costume and fashion jewelry Medium-sized manufacturers with 50-500 employees.
339910,Jewelry and Silverware Manufacturing,33991002,Fashion Jewelry Manufacturing,Product Type,Manufacturing of costume and fashion jewelry,3399100203,Fashion Jewelry Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of costume and fashion jewelry Large manufacturers with over 500 employees.
339910,Jewelry and Silverware Manufacturing,33991002,Fashion Jewelry Manufacturing,Product Type,Manufacturing of costume and fashion jewelry,3399100204,Fashion Jewelry Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of costume and fashion jewelry Highly automated facilities with Industry 4.0 technologies.
339910,Jewelry and Silverware Manufacturing,33991002,Fashion Jewelry Manufacturing,Product Type,Manufacturing of costume and fashion jewelry,3399100205,Fashion Jewelry Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of costume and fashion jewelry Job shop operations specializing in custom production.
339910,Jewelry and Silverware Manufacturing,33991003,Silverware and Flatware Manufacturing,Product Type,Manufacturing of silver flatware and serving pieces,3399100301,Silverware and Flatware Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of silver flatware and serving pieces Small manufacturers with fewer than 50 employees.
339910,Jewelry and Silverware Manufacturing,33991003,Silverware and Flatware Manufacturing,Product Type,Manufacturing of silver flatware and serving pieces,3399100302,Silverware and Flatware Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of silver flatware and serving pieces Medium-sized manufacturers with 50-500 employees.
339910,Jewelry and Silverware Manufacturing,33991003,Silverware and Flatware Manufacturing,Product Type,Manufacturing of silver flatware and serving pieces,3399100303,Silverware and Flatware Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of silver flatware and serving pieces Large manufacturers with over 500 employees.
339910,Jewelry and Silverware Manufacturing,33991003,Silverware and Flatware Manufacturing,Product Type,Manufacturing of silver flatware and serving pieces,3399100304,Silverware and Flatware Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of silver flatware and serving pieces Highly automated facilities with Industry 4.0 technologies.
339910,Jewelry and Silverware Manufacturing,33991003,Silverware and Flatware Manufacturing,Product Type,Manufacturing of silver flatware and serving pieces,3399100305,Silverware and Flatware Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of silver flatware and serving pieces Job shop operations specializing in custom production.
339920,Sporting and Athletic Goods Manufacturing,33992001,Ball and Sports Equipment Manufacturing,Product Type,Manufacturing of balls and sports equipment,3399200101,Ball and Sports Equipment Manufacturing - Custom/Engineered Solutions,Production Type,Manufacturing of balls and sports equipment Custom-engineered machinery for specific applications.
339920,Sporting and Athletic Goods Manufacturing,33992001,Ball and Sports Equipment Manufacturing,Product Type,Manufacturing of balls and sports equipment,3399200102,Ball and Sports Equipment Manufacturing - Standard Product Lines,Production Type,Manufacturing of balls and sports equipment Standardized machinery product lines with options.
339920,Sporting and Athletic Goods Manufacturing,33992001,Ball and Sports Equipment Manufacturing,Product Type,Manufacturing of balls and sports equipment,3399200103,Ball and Sports Equipment Manufacturing - OEM Component Supplier,Market Channel,Manufacturing of balls and sports equipment Component suppliers to OEM machinery manufacturers.
339920,Sporting and Athletic Goods Manufacturing,33992001,Ball and Sports Equipment Manufacturing,Product Type,Manufacturing of balls and sports equipment,3399200104,Ball and Sports Equipment Manufacturing - Aftermarket/Replacement Parts,Market Channel,Manufacturing of balls and sports equipment Aftermarket and replacement parts manufacturers.
339920,Sporting and Athletic Goods Manufacturing,33992002,Exercise Equipment Manufacturing,Product Type,Manufacturing of fitness and exercise equipment,3399200201,Exercise Equipment Manufacturing - Custom/Engineered Solutions,Production Type,Manufacturing of fitness and exercise equipment Custom-engineered machinery for specific applications.
339920,Sporting and Athletic Goods Manufacturing,33992002,Exercise Equipment Manufacturing,Product Type,Manufacturing of fitness and exercise equipment,3399200202,Exercise Equipment Manufacturing - Standard Product Lines,Production Type,Manufacturing of fitness and exercise equipment Standardized machinery product lines with options.
339920,Sporting and Athletic Goods Manufacturing,33992002,Exercise Equipment Manufacturing,Product Type,Manufacturing of fitness and exercise equipment,3399200203,Exercise Equipment Manufacturing - OEM Component Supplier,Market Channel,Manufacturing of fitness and exercise equipment Component suppliers to OEM machinery manufacturers.
339920,Sporting and Athletic Goods Manufacturing,33992002,Exercise Equipment Manufacturing,Product Type,Manufacturing of fitness and exercise equipment,3399200204,Exercise Equipment Manufacturing - Aftermarket/Replacement Parts,Market Channel,Manufacturing of fitness and exercise equipment Aftermarket and replacement parts manufacturers.
339920,Sporting and Athletic Goods Manufacturing,33992003,Camping and Outdoor Gear Manufacturing,Product Type,Manufacturing of camping and outdoor equipment,3399200301,Camping and Outdoor Gear Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of camping and outdoor equipment Small manufacturers with fewer than 50 employees.
339920,Sporting and Athletic Goods Manufacturing,33992003,Camping and Outdoor Gear Manufacturing,Product Type,Manufacturing of camping and outdoor equipment,3399200302,Camping and Outdoor Gear Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of camping and outdoor equipment Medium-sized manufacturers with 50-500 employees.
339920,Sporting and Athletic Goods Manufacturing,33992003,Camping and Outdoor Gear Manufacturing,Product Type,Manufacturing of camping and outdoor equipment,3399200303,Camping and Outdoor Gear Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of camping and outdoor equipment Large manufacturers with over 500 employees.
339920,Sporting and Athletic Goods Manufacturing,33992003,Camping and Outdoor Gear Manufacturing,Product Type,Manufacturing of camping and outdoor equipment,3399200304,Camping and Outdoor Gear Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of camping and outdoor equipment Highly automated facilities with Industry 4.0 technologies.
339920,Sporting and Athletic Goods Manufacturing,33992003,Camping and Outdoor Gear Manufacturing,Product Type,Manufacturing of camping and outdoor equipment,3399200305,Camping and Outdoor Gear Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of camping and outdoor equipment Job shop operations specializing in custom production.
339920,Sporting and Athletic Goods Manufacturing,33992004,Golf Equipment Manufacturing,Product Type,Manufacturing of golf clubs and equipment,3399200401,Golf Equipment Manufacturing - Custom/Engineered Solutions,Production Type,Manufacturing of golf clubs and equipment Custom-engineered machinery for specific applications.
339920,Sporting and Athletic Goods Manufacturing,33992004,Golf Equipment Manufacturing,Product Type,Manufacturing of golf clubs and equipment,3399200402,Golf Equipment Manufacturing - Standard Product Lines,Production Type,Manufacturing of golf clubs and equipment Standardized machinery product lines with options.
339920,Sporting and Athletic Goods Manufacturing,33992004,Golf Equipment Manufacturing,Product Type,Manufacturing of golf clubs and equipment,3399200403,Golf Equipment Manufacturing - OEM Component Supplier,Market Channel,Manufacturing of golf clubs and equipment Component suppliers to OEM machinery manufacturers.
339920,Sporting and Athletic Goods Manufacturing,33992004,Golf Equipment Manufacturing,Product Type,Manufacturing of golf clubs and equipment,3399200404,Golf Equipment Manufacturing - Aftermarket/Replacement Parts,Market Channel,Manufacturing of golf clubs and equipment Aftermarket and replacement parts manufacturers.
339930,Doll Toy and Game Manufacturing,33993001,Action Figure and Doll Manufacturing,Product Type,Manufacturing of dolls and action figures,3399300101,Action Figure and Doll Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of dolls and action figures Small manufacturers with fewer than 50 employees.
339930,Doll Toy and Game Manufacturing,33993001,Action Figure and Doll Manufacturing,Product Type,Manufacturing of dolls and action figures,3399300102,Action Figure and Doll Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of dolls and action figures Medium-sized manufacturers with 50-500 employees.
339930,Doll Toy and Game Manufacturing,33993001,Action Figure and Doll Manufacturing,Product Type,Manufacturing of dolls and action figures,3399300103,Action Figure and Doll Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of dolls and action figures Large manufacturers with over 500 employees.
339930,Doll Toy and Game Manufacturing,33993001,Action Figure and Doll Manufacturing,Product Type,Manufacturing of dolls and action figures,3399300104,Action Figure and Doll Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of dolls and action figures Highly automated facilities with Industry 4.0 technologies.
339930,Doll Toy and Game Manufacturing,33993001,Action Figure and Doll Manufacturing,Product Type,Manufacturing of dolls and action figures,3399300105,Action Figure and Doll Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of dolls and action figures Job shop operations specializing in custom production.
339930,Doll Toy and Game Manufacturing,33993002,Board Game Manufacturing,Product Type,Manufacturing of board games and puzzles,3399300201,Board Game Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of board games and puzzles Small manufacturers with fewer than 50 employees.
339930,Doll Toy and Game Manufacturing,33993002,Board Game Manufacturing,Product Type,Manufacturing of board games and puzzles,3399300202,Board Game Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of board games and puzzles Medium-sized manufacturers with 50-500 employees.
339930,Doll Toy and Game Manufacturing,33993002,Board Game Manufacturing,Product Type,Manufacturing of board games and puzzles,3399300203,Board Game Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of board games and puzzles Large manufacturers with over 500 employees.
339930,Doll Toy and Game Manufacturing,33993002,Board Game Manufacturing,Product Type,Manufacturing of board games and puzzles,3399300204,Board Game Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of board games and puzzles Highly automated facilities with Industry 4.0 technologies.
339930,Doll Toy and Game Manufacturing,33993002,Board Game Manufacturing,Product Type,Manufacturing of board games and puzzles,3399300205,Board Game Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of board games and puzzles Job shop operations specializing in custom production.
339930,Doll Toy and Game Manufacturing,33993003,Electronic Toy Manufacturing,Product Type,Manufacturing of electronic and video game toys,3399300301,Electronic Toy Manufacturing - Prototype/Low Volume,Production Volume,Manufacturing of electronic and video game toys Prototype and low-volume specialized production.
339930,Doll Toy and Game Manufacturing,33993003,Electronic Toy Manufacturing,Product Type,Manufacturing of electronic and video game toys,3399300302,Electronic Toy Manufacturing - Medium Volume Production,Production Volume,Manufacturing of electronic and video game toys Medium-volume production for niche markets.
339930,Doll Toy and Game Manufacturing,33993003,Electronic Toy Manufacturing,Product Type,Manufacturing of electronic and video game toys,3399300303,Electronic Toy Manufacturing - High Volume/Mass Production,Production Volume,Manufacturing of electronic and video game toys High-volume automated mass production.
339930,Doll Toy and Game Manufacturing,33993003,Electronic Toy Manufacturing,Product Type,Manufacturing of electronic and video game toys,3399300304,Electronic Toy Manufacturing - Contract Manufacturing (CM/EMS),Business Model,Manufacturing of electronic and video game toys Contract manufacturers and electronics manufacturing services.
339930,Doll Toy and Game Manufacturing,33993003,Electronic Toy Manufacturing,Product Type,Manufacturing of electronic and video game toys,3399300305,Electronic Toy Manufacturing - Vertically Integrated OEM,Business Model,Manufacturing of electronic and video game toys Vertically integrated original equipment manufacturers.
339940,Office Supplies (except Paper) Manufacturing,33994001,Pen and Pencil Manufacturing,Product Type,Manufacturing of pens pencils and markers,3399400101,Pen and Pencil Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of pens pencils and markers Small manufacturers with fewer than 50 employees.
339940,Office Supplies (except Paper) Manufacturing,33994001,Pen and Pencil Manufacturing,Product Type,Manufacturing of pens pencils and markers,3399400102,Pen and Pencil Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of pens pencils and markers Medium-sized manufacturers with 50-500 employees.
339940,Office Supplies (except Paper) Manufacturing,33994001,Pen and Pencil Manufacturing,Product Type,Manufacturing of pens pencils and markers,3399400103,Pen and Pencil Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of pens pencils and markers Large manufacturers with over 500 employees.
339940,Office Supplies (except Paper) Manufacturing,33994001,Pen and Pencil Manufacturing,Product Type,Manufacturing of pens pencils and markers,3399400104,Pen and Pencil Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of pens pencils and markers Highly automated facilities with Industry 4.0 technologies.
339940,Office Supplies (except Paper) Manufacturing,33994001,Pen and Pencil Manufacturing,Product Type,Manufacturing of pens pencils and markers,3399400105,Pen and Pencil Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of pens pencils and markers Job shop operations specializing in custom production.
339940,Office Supplies (except Paper) Manufacturing,33994002,Stamp and Seal Manufacturing,Product Type,Manufacturing of stamps and seals,3399400201,Stamp and Seal Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of stamps and seals Small manufacturers with fewer than 50 employees.
339940,Office Supplies (except Paper) Manufacturing,33994002,Stamp and Seal Manufacturing,Product Type,Manufacturing of stamps and seals,3399400202,Stamp and Seal Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of stamps and seals Medium-sized manufacturers with 50-500 employees.
339940,Office Supplies (except Paper) Manufacturing,33994002,Stamp and Seal Manufacturing,Product Type,Manufacturing of stamps and seals,3399400203,Stamp and Seal Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of stamps and seals Large manufacturers with over 500 employees.
339940,Office Supplies (except Paper) Manufacturing,33994002,Stamp and Seal Manufacturing,Product Type,Manufacturing of stamps and seals,3399400204,Stamp and Seal Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of stamps and seals Highly automated facilities with Industry 4.0 technologies.
339940,Office Supplies (except Paper) Manufacturing,33994002,Stamp and Seal Manufacturing,Product Type,Manufacturing of stamps and seals,3399400205,Stamp and Seal Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of stamps and seals Job shop operations specializing in custom production.
339950,Sign Manufacturing,33995001,Electric Sign Manufacturing,Product Type,Manufacturing of illuminated and LED signs,3399500101,Electric Sign Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of illuminated and LED signs Small manufacturers with fewer than 50 employees.
339950,Sign Manufacturing,33995001,Electric Sign Manufacturing,Product Type,Manufacturing of illuminated and LED signs,3399500102,Electric Sign Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of illuminated and LED signs Medium-sized manufacturers with 50-500 employees.
339950,Sign Manufacturing,33995001,Electric Sign Manufacturing,Product Type,Manufacturing of illuminated and LED signs,3399500103,Electric Sign Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of illuminated and LED signs Large manufacturers with over 500 employees.
339950,Sign Manufacturing,33995001,Electric Sign Manufacturing,Product Type,Manufacturing of illuminated and LED signs,3399500104,Electric Sign Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of illuminated and LED signs Highly automated facilities with Industry 4.0 technologies.
339950,Sign Manufacturing,33995001,Electric Sign Manufacturing,Product Type,Manufacturing of illuminated and LED signs,3399500105,Electric Sign Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of illuminated and LED signs Job shop operations specializing in custom production.
339950,Sign Manufacturing,33995002,Non-Electric Sign Manufacturing,Product Type,Manufacturing of non-illuminated signs,3399500201,Non-Electric Sign Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of non-illuminated signs Small manufacturers with fewer than 50 employees.
339950,Sign Manufacturing,33995002,Non-Electric Sign Manufacturing,Product Type,Manufacturing of non-illuminated signs,3399500202,Non-Electric Sign Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of non-illuminated signs Medium-sized manufacturers with 50-500 employees.
339950,Sign Manufacturing,33995002,Non-Electric Sign Manufacturing,Product Type,Manufacturing of non-illuminated signs,3399500203,Non-Electric Sign Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of non-illuminated signs Large manufacturers with over 500 employees.
339950,Sign Manufacturing,33995002,Non-Electric Sign Manufacturing,Product Type,Manufacturing of non-illuminated signs,3399500204,Non-Electric Sign Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of non-illuminated signs Highly automated facilities with Industry 4.0 technologies.
339950,Sign Manufacturing,33995002,Non-Electric Sign Manufacturing,Product Type,Manufacturing of non-illuminated signs,3399500205,Non-Electric Sign Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of non-illuminated signs Job shop operations specializing in custom production.
339991,Gasket Packing and Sealing Device Manufacturing,33999101,Industrial Gasket Manufacturing,Product Type,Manufacturing of industrial gaskets,3399910101,Industrial Gasket Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of industrial gaskets Small manufacturers with fewer than 50 employees.
339991,Gasket Packing and Sealing Device Manufacturing,33999101,Industrial Gasket Manufacturing,Product Type,Manufacturing of industrial gaskets,3399910102,Industrial Gasket Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of industrial gaskets Medium-sized manufacturers with 50-500 employees.
339991,Gasket Packing and Sealing Device Manufacturing,33999101,Industrial Gasket Manufacturing,Product Type,Manufacturing of industrial gaskets,3399910103,Industrial Gasket Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of industrial gaskets Large manufacturers with over 500 employees.
339991,Gasket Packing and Sealing Device Manufacturing,33999101,Industrial Gasket Manufacturing,Product Type,Manufacturing of industrial gaskets,3399910104,Industrial Gasket Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of industrial gaskets Highly automated facilities with Industry 4.0 technologies.
339991,Gasket Packing and Sealing Device Manufacturing,33999101,Industrial Gasket Manufacturing,Product Type,Manufacturing of industrial gaskets,3399910105,Industrial Gasket Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of industrial gaskets Job shop operations specializing in custom production.
339991,Gasket Packing and Sealing Device Manufacturing,33999102,O-Ring and Seal Manufacturing,Product Type,Manufacturing of O-rings and mechanical seals,3399910201,O-Ring and Seal Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of O-rings and mechanical seals Small manufacturers with fewer than 50 employees.
339991,Gasket Packing and Sealing Device Manufacturing,33999102,O-Ring and Seal Manufacturing,Product Type,Manufacturing of O-rings and mechanical seals,3399910202,O-Ring and Seal Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of O-rings and mechanical seals Medium-sized manufacturers with 50-500 employees.
339991,Gasket Packing and Sealing Device Manufacturing,33999102,O-Ring and Seal Manufacturing,Product Type,Manufacturing of O-rings and mechanical seals,3399910203,O-Ring and Seal Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of O-rings and mechanical seals Large manufacturers with over 500 employees.
339991,Gasket Packing and Sealing Device Manufacturing,33999102,O-Ring and Seal Manufacturing,Product Type,Manufacturing of O-rings and mechanical seals,3399910204,O-Ring and Seal Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of O-rings and mechanical seals Highly automated facilities with Industry 4.0 technologies.
339991,Gasket Packing and Sealing Device Manufacturing,33999102,O-Ring and Seal Manufacturing,Product Type,Manufacturing of O-rings and mechanical seals,3399910205,O-Ring and Seal Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of O-rings and mechanical seals Job shop operations specializing in custom production.
339992,Musical Instrument Manufacturing,33999201,String Instrument Manufacturing,Product Type,Manufacturing of guitars violins and string instruments,3399920101,String Instrument Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of guitars violins and string instruments Small manufacturers with fewer than 50 employees.
339992,Musical Instrument Manufacturing,33999201,String Instrument Manufacturing,Product Type,Manufacturing of guitars violins and string instruments,3399920102,String Instrument Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of guitars violins and string instruments Medium-sized manufacturers with 50-500 employees.
339992,Musical Instrument Manufacturing,33999201,String Instrument Manufacturing,Product Type,Manufacturing of guitars violins and string instruments,3399920103,String Instrument Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of guitars violins and string instruments Large manufacturers with over 500 employees.
339992,Musical Instrument Manufacturing,33999201,String Instrument Manufacturing,Product Type,Manufacturing of guitars violins and string instruments,3399920104,String Instrument Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of guitars violins and string instruments Highly automated facilities with Industry 4.0 technologies.
339992,Musical Instrument Manufacturing,33999201,String Instrument Manufacturing,Product Type,Manufacturing of guitars violins and string instruments,3399920105,String Instrument Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of guitars violins and string instruments Job shop operations specializing in custom production.
339992,Musical Instrument Manufacturing,33999202,Wind Instrument Manufacturing,Product Type,Manufacturing of brass and woodwind instruments,3399920201,Wind Instrument Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of brass and woodwind instruments Small manufacturers with fewer than 50 employees.
339992,Musical Instrument Manufacturing,33999202,Wind Instrument Manufacturing,Product Type,Manufacturing of brass and woodwind instruments,3399920202,Wind Instrument Manufacturing - Medium Manufacturer (50-500 employees),Company Size,Manufacturing of brass and woodwind instruments Medium-sized manufacturers with 50-500 employees.
339992,Musical Instrument Manufacturing,33999202,Wind Instrument Manufacturing,Product Type,Manufacturing of brass and woodwind instruments,3399920203,Wind Instrument Manufacturing - Large Manufacturer (500+ employees),Company Size,Manufacturing of brass and woodwind instruments Large manufacturers with over 500 employees.
339992,Musical Instrument Manufacturing,33999202,Wind Instrument Manufacturing,Product Type,Manufacturing of brass and woodwind instruments,3399920204,Wind Instrument Manufacturing - Automated/Industry 4.0,Technology Level,Manufacturing of brass and woodwind instruments Highly automated facilities with Industry 4.0 technologies.
339992,Musical Instrument Manufacturing,33999202,Wind Instrument Manufacturing,Product Type,Manufacturing of brass and woodwind instruments,3399920205,Wind Instrument Manufacturing - Job Shop/Custom Production,Production Type,Manufacturing of brass and woodwind instruments Job shop operations specializing in custom production.
339992,Musical Instrument Manufacturing,33999203,Piano and Keyboard Manufacturing,Product Type,Manufacturing of pianos and keyboards,3399920301,Piano and Keyboard Manufacturing - Small Manufacturer (<50 employees),Company Size,Manufacturing of pianos and keyboards Small manufacturers with fewer than 50 employees.
